Payer ID,Payer Name,Institutional Claims,Professional Claims,Dental Claims,ERA,Eligibility,Attachments,Workers Comp,Secondary Support,Payer Type,Payer State
PH001,Pruitt Health Premier of Georgia ,yes,yes,no,enrollment,no,no,no,yes,commercial,GA
A2797,"PsycHealth Care Management, LLC",yes,yes,no,enrollment,no,no,no,,commercial,
J1623,Public Employers Risk Management Authority (PERMA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1897,"Publix Super Markets, Inc. - NC, TN & VA Only",no,yes,no,enrollment,no,yes,yes,no,workerscomp,
ISA15,Puritan Life (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
J1485,"QBE - General Casualty - Eden Prairie - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1483,"QBE - General Casualty - Farmers Union - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1486,"QBE - General Casualty - Freeport - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1487,"QBE - General Casualty - Indianapolis - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1488,"QBE - General Casualty - Simsbury - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1489,"QBE - General Casualty - Sun Prairie - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1490,"QBE - General Casualty - West Des Moines - CA, IL, LA, MN, NC, OR, TX ",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
40437,Quad City Community Healthcare (QCCH),yes,yes,no,no,no,no,no,yes,,
35174,Qual Choice of Arkansas,yes,yes,no,enrollment,yes,no,no,yes,commercial,AR
QCP01,QualCare IPA,yes,yes,no,no,no,no,no,yes,commercial,
86772,Qualexa Healthcare,yes,yes,no,no,no,no,no,,commercial,
39180,QUARTZ,yes,yes,no,enrollment,yes,no,no,yes,commercial,
44219,Quest Behavioral Health,yes,yes,no,enrollment,no,no,no,yes,commercial,
73067,QuikTrip,yes,yes,no,enrollment,yes,no,no,no,commercial,
57117,QVI Risk Solutions Inc,no,yes,no,enrollment,no,no,no,no,commercial,
33065,Rady Childrens Hospital San Diego,yes,yes,no,enrollment,no,no,no,yes,commercial,
882,Railroad Medicare,no,enrollment,no,enrollment,yes,no,no,yes,medicare,
J1522,Raley's Family of Fine Stores,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1938,Ralph Lauren,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1894,RAM Mutual Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
38512,Rampart Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1663,Ramsey County MN,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1635,Rancho Santiago Community College District (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
RPAWC,Ravenswood,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1675,Recology,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
41193,Recovery and Claims Services (RCS),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
A0205,Red Oak Independent School District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
86145,Redirect Health Administration,yes,yes,no,no,no,no,no,no,commercial,
18247,Redlands-Yucaipa Medical Group,yes,yes,no,enrollment,no,no,no,,commercial,
MPM17,Redwood Community Health Coalition (RHC) MedPoint,no,enrollment,no,no,no,no,no,,commercial,
J2205,Redwood Empire Municipal Insurance Fund (Remif),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2208,Redwood Empire Schools Insurance Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
REGAL,Regal Medical Group,yes,yes,no,no,no,no,no,no,commercial,
RGA01,Regence Group Administrators,yes,yes,no,enrollment,yes,no,no,yes,commercial,
38221,Regency Employee Benefits,yes,yes,no,no,no,no,no,no,commercial,
47076,Regional Care Inc,yes,yes,no,enrollment,no,no,no,no,commercial,
J1467,Regis Brands (Bunch CareSolutions),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1059,Regis Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2198,Regis Corporation - WC ONLY,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
REHN0,Rehn and Associates,yes,yes,no,no,no,no,no,yes,commercial,
ERA28,Reimbursement Specialists Inc,no,no,no,enrollment,no,no,no,,,
RHP01,"Reliance HMO, INC",yes,yes,no,enrollment,no,no,no,,commercial,
36088,Reliance Standard Life,no,no,no,enrollment,no,no,no,no,commercial,
ROJW1,Religious Order of Jehovah's Witnesses,no,enrollment,no,no,no,no,no,yes,commercial,
76066,Renaissance Physicians Organization,yes,yes,no,no,no,no,no,yes,commercial,
J2328,Reny Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
12475,Republic Franklin Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1008,Republic Indemnity Company of America ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1597,Republic Western Ins. Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
73066,Reserve National Insurance,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1097,Residential Services Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37278,ResourceOne Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1098,Restaurant Reinsurance Limited,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
36396,Resurrection Health Care Preferr,yes,yes,no,enrollment,no,no,no,no,commercial,
RPPG1,Resurrection Physician Provider group,yes,yes,no,no,no,no,no,,,
J1202,Return to Work (RTW)  ,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
REVIV,Revived Medical IPA,no,enrollment,no,enrollment,no,no,no,yes,,
J1848,RevMed,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2176,Rexnord,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2239,"Rhode Island Inter-Local Risk Management Trust, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1099,"Rhone-Poulenc,Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
870,RI BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,RI
SKRI0,RI Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,RI
14411,RI Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,RI
14412,RI Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,RI
J1100,Rieth-Riley Construction Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
74205,Right Care Scott & White,yes,yes,no,enrollment,no,no,no,yes,commercial,
37331,RightChoice Benefit Administrators,yes,yes,no,no,no,no,no,no,commercial,
RIOS1,Rios Southwest Medical Group,yes,yes,no,no,no,no,no,,,
J1828,Risk Administration Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1491,Risk Enterprise Management (REM)  ,yes,yes,no,no,no,yes,yes,no,workerscomp,
J1101,"Risk Transfer Technologies, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
RISRX,RISRx,yes,yes,no,enrollment,no,no,no,yes,,
RCMG1,RIVER CITY MEDICAL GROUP,yes,yes,no,enrollment,no,no,no,no,commercial,
J1546,Riverport Insurance (MN School Board Association),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
RMC01,Riverside Medical Clinic,yes,yes,no,no,no,no,no,,commercial,
5178,RiverSpring Health Plans,yes,yes,no,enrollment,no,no,no,no,commercial,
27065,Rockford Mutual Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SX141,Rocky Mountain Health Plan,no,enrollment,no,no,yes,no,no,yes,commercial,
93142,Rocky Mountain Pace,enrollment,enrollment,no,no,no,no,no,yes,commercial,
46166,ROYAL HEALTH ON BEHALF OF EXTENDED CARE MLTC,yes,yes,no,no,no,no,no,yes,commercial,
ISA16,Royal Neighbors Of America (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
J1102,"RSC Insurance Services, Ltd.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2308,"Rural King Supply, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
36389,Rush Prudential Health Plans HMO,yes,yes,no,no,no,no,no,no,commercial,
J1009,"Ryder Services, Inc. ",yes,yes,no,no,no,yes,yes,no,workerscomp,
31441,S S Healthcare Strategies,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1728,"SA Recycling, LLC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2233,Sacramento Regional Transit District-Conflict,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1053,Safeco Insurance  ,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
24740,SafeCo Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1103,Safety-Kleen Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
35164,Sagamore Health Network,yes,yes,no,no,no,no,no,yes,commercial,
37137,Sage Technologies PBS,yes,yes,no,enrollment,no,no,no,no,commercial,
88029,SAINT MARYS HEALTH PLAN,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2366,"Sally Beauty Holdings, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1730,Salt Lake City Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J4279,Salus Claims Management LLC (THF/Occusystems),yes,yes,no,enrollment,no,yes,yes,,workerscomp,
SM325,Samaritan Given,yes,yes,no,enrollment,no,no,no,no,commercial,
CP001,Samaritan Health Plans,yes,yes,no,enrollment,no,no,no,yes,commercial,
37259,SAMBA,no,no,no,enrollment,no,no,no,yes,commercial,
U8053,Samera Health,yes,yes,no,enrollment,no,no,no,,commercial,
J1741,San Bernardino City Unified School District,no,no,no,enrollment,no,yes,yes,no,workerscomp,
J2304,San Bernardino City Usd,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1638,San Diego Community College District (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MSO11,San Diego County Medical Services CMS,no,yes,no,no,no,no,no,yes,commercial,
MSO33,San Diego County Ryan White Care Act,no,yes,no,no,no,no,no,yes,commercial,
96400,San Diego PACE,no,yes,no,enrollment,no,no,no,,commercial,CA
SDPCS,San Diego PACE,yes,yes,no,enrollment,no,no,no,,commercial,
J1656,San Diego/Imperial Schools JPA (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SFHP1,San Francisco Health Plan,yes,yes,no,enrollment,no,no,no,no,commercial,CA
J1886,San Francisco Municipal Transportation Agency (SFMTA) - CA Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
33072,San Louis Obispo Select,yes,yes,no,no,no,no,no,no,commercial,
J2234,San Miguel Consolidated FPD,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
50114,Sana Benefits,yes,yes,no,enrollment,yes,no,no,yes,commercial,
SHC30,Sandhills Center,enrollment,enrollment,no,enrollment,no,no,no,yes,,NC
91184,Sanford Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,MN
RP035,Sanford Health Plan - Medicare Advantage,yes,yes,no,no,no,no,no,,commercial,
TP984,SANFORD HEALTH PLANS Repriced Claims,yes,yes,no,no,no,no,no,no,commercial,
SCACO,Santa Clara County IPA ACO,no,yes,no,enrollment,no,no,no,yes,,
10378,Santa Clara County IPA HMO,yes,yes,no,enrollment,no,no,no,no,commercial,
24077,SANTA CLARA FAMILY HEALTH PLAN,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1518,Santa Clara Valley Tansportation Authority,no,no,no,enrollment,no,yes,yes,no,workerscomp,
77038,Sante Health System and Affiliat,yes,yes,no,enrollment,no,no,no,yes,commercial,
SNTMC,Sante Medi-Cal,yes,yes,no,no,no,no,no,,commercial,CA
J2188,Saratoga County Self-Insurance Plan - NY Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
45552,Satellite Health Plan Inc,no,yes,no,no,no,no,no,no,medicare,
SHM01,Saudi Health Mission,yes,yes,no,no,no,yes,no,,commercial,
J2346,Save Mart,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SBMCO,SBMA,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
401,SC BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,SC
SX085,SC BCBS - BlueChoice Commercial,yes,yes,no,enrollment,no,no,no,yes,bcbs,SC
SX108,SC BCBS - Consolidated Benefits Inc.,yes,yes,no,enrollment,no,no,no,yes,bcbs,SC
SX084,SC BCBS - Federal Employee Program,yes,yes,no,enrollment,yes,no,no,yes,bcbs,SC
SX263,SC BCBS - Medicare Preferred Provider Organizations,yes,yes,no,enrollment,yes,no,no,yes,bcbs,
SX104,SC BCBS - Planned Administrators Inc,yes,yes,no,enrollment,no,no,no,yes,bcbs,SC
SX103,SC BCBS - State Health Plan,yes,yes,no,enrollment,yes,no,no,yes,bcbs,SC
SCMCD,SC Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,SC
11001,SC Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,SC
11202,SC Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,SC
72261,SCAN Health Plan - California,yes,yes,no,enrollment,no,no,no,yes,commercial,
73172,Scan Health Plan Arizona,yes,yes,no,enrollment,no,no,no,no,commercial,AZ
J1104,Schlumberger Technology,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1560,"Schnuck Market, Inc - IL Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2325,Schools Insurance Authority (SIA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MPM20,SCHS Alta Pod by MedPOINT,yes,yes,no,no,no,no,no,,commercial,CA
88030,Scott White Health Plan,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1049,Scotts Miracle-Gro Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SHPM1,Scripps Health Plan MSO,yes,yes,no,enrollment,no,no,no,,commercial,
SHPS1,Scripps Health Plan Services,yes,yes,no,enrollment,no,no,no,yes,commercial,
SDAWC,SD All Women Count,yes,yes,no,no,no,no,no,,,SD
SDBLS,SD BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,
SDMCD,SD Medicaid,enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,
3402,SD Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,SD
J1499,Seabright (SBIC),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2264,Seagraves ISD,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SVIPA,Seaview IPA,yes,yes,no,enrollment,no,no,no,no,commercial,
C1129,Secura Auto,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J1379,SECURA Insurance A Mutual Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
42561,Secure Health (Aither),yes,yes,no,no,no,no,no,no,,
LIFE1,Secure Horizons Lifeprint Arizona,yes,yes,no,enrollment,yes,no,no,yes,commercial,
86242,SecureOne,yes,yes,no,no,no,no,no,yes,commercial,
39045,Security Health Plan,yes,yes,no,enrollment,yes,enrollment,no,yes,commercial,
TP097,Sedgwick,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
J1661,"Sedgwick / Cargill, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
64088,Select Administrative Services SAS,yes,yes,no,enrollment,no,no,no,no,commercial,
37282,Select Benefit Administrators of America,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1937,Select Energy Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SX107,Select Health,yes,yes,no,enrollment,yes,no,no,yes,commercial,UT
23285,Select Health of South Carolina,yes,yes,no,enrollment,yes,no,no,yes,commercial,SC
12572,Selective,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA11,Selective Insurance,no,no,no,enrollment,no,no,no,,commercial,
36404,Self Insured Plans Naples FL,yes,yes,no,enrollment,no,no,no,no,commercial,
J1520,Self-Insured Schools of California (SISC) - CA Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
34131,SelfFunded Plans Inc,yes,yes,no,no,no,no,no,no,commercial,
52214,Selman and Company,yes,yes,no,no,yes,no,no,yes,commercial,
TRSEL,Selman Tricare Supplement,yes,yes,no,no,no,no,no,yes,commercial,
J1915,Sempra Energy/Employee Care Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SWHMA,Senior Whole Health of Massachusetts ,yes,yes,no,enrollment,yes,no,no,yes,commercial,
SWHNY,Senior Whole Health of New York,yes,yes,no,enrollment,no,no,no,yes,,
23249,Sentinel Management Services,yes,yes,no,no,no,no,no,yes,commercial,
C1033,Sentry Auto - MN and NJ Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1417,Sentry Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1593,Service Lloyds Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA35,Service One Medical ,no,no,no,enrollment,no,no,no,,commercial,
TH081,Seton MAP Program,no,yes,no,no,no,no,no,no,commercial,
STAR1,SETON Medicaid TX,no,yes,no,no,no,no,no,yes,medicaid,
25404,Seven Corners,yes,yes,no,no,no,no,no,no,commercial,
J1456,SFN Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
11789,SGIC,yes,yes,no,no,no,no,no,no,commercial,AL
J2338,Shamrock Foods,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
52876,Share HealthCare,no,yes,no,no,no,no,no,no,commercial,
SHMS1,SHARED HEALTH MISSISSIPPI,yes,yes,no,enrollment,no,no,no,,commercial,
SCMG1,Sharp Community Medical Group,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
SHP 1.00,Sharp Health Plan,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
SRS83,Sharp Rees-Stealy Medical Group,yes,yes,no,enrollment,no,no,no,yes,commercial,CA
75280,Shasta Administrative Services,yes,yes,no,enrollment,no,no,no,yes,commercial,
10002,Sheakley UniComp ,yes,yes,no,no,no,no,no,,,
J2282,Sheltered Workshop Insurance Of Missouri,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ISA17,Shenandoah Life/ S. USA Life Insurance Company Inc/SBLI (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
3699,Sieba,yes,yes,no,enrollment,no,no,no,no,,
30891,Sierra Medical Group,yes,yes,no,no,no,no,no,no,commercial,
SA001,Signature Advantage KY,yes,yes,no,enrollment,no,no,no,,commercial,
23250,"Significa Benefits Services, Inc.",yes,yes,no,enrollment,yes,no,no,yes,commercial,
97691,Silver Stare PACE,no,yes,no,no,no,no,no,,commercial,
J2177,Silverado Senior Living,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SMPLY,Simply Healthcare,yes,yes,no,enrollment,yes,yes,no,yes,,
SIM01,Simpra Advantage Inc. ,yes,yes,no,enrollment,no,no,no,yes,,AL
SIM02,Simpra Advantage Inc. DOS after 12/31/2022,yes,yes,no,enrollment,no,no,no,yes,commercial,
84076,Sinclair Health Plan,yes,yes,no,no,no,no,no,no,commercial,
J1898,"SISCO (RCM&D Self Insured Services Company, Cost Containment Services)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SISCO,SISCO Benefits,yes,yes,no,enrollment,yes,no,no,yes,,
J2365,"Skechers Usa, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2178,SKF USA Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1824,Smart and Final,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
2057,Smith Administrators,yes,yes,no,no,no,no,no,yes,commercial,
ERA29,Smithfield Foods Inc,no,no,no,enrollment,no,no,no,,,
J1105,Snap-On Incorporated,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
A7637,Snedeker Risk Management,yes,yes,no,enrollment,no,no,no,,commercial,
J2139,Society Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
77306,Solano Regional Medical Group,no,yes,no,enrollment,no,no,no,,commercial,
SLRT1,SolarteHealth,no,yes,no,no,no,no,no,,commercial,
77721,Solidarity,yes,yes,no,enrollment,no,no,no,no,commercial,
SH777,Solidarity Healthshare,yes,yes,no,enrollment,no,no,no,yes,,
73581,Solis Health Plans,yes,yes,no,enrollment,no,no,no,no,commercial,
76578,Solstice Benefits,no,yes,no,enrollment,no,no,no,no,commercial,
J1106,Solvay America Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
81508,SOMOS (ANTHEM NEW YORK),yes,yes,no,no,no,no,no,yes,commercial,
81336,SOMOS IPA (EMBLEM HEALTH),yes,yes,no,enrollment,no,no,no,yes,commercial,
A0339,SONDER HEALTH PLANS,yes,yes,no,no,no,no,no,,commercial,
J1381,Sonic Automotive Inc.,no,yes,no,enrollment,no,yes,yes,no,workerscomp,
SAMG1,South Atlantic Medical Group,yes,yes,no,enrollment,no,no,no,yes,commercial,
23266,South Central Preferred,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1731,South Coast Area Transit (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
81600,South Country Health Alliance,yes,yes,no,enrollment,no,no,no,yes,,
6294,South Florida Musculoskeletal Care,yes,yes,no,no,no,no,no,,commercial,
SGBA1,South Georgia Benefit Administrators,no,no,no,enrollment,no,no,no,,,
35227,South Point Hotel Casino,no,yes,no,no,no,no,no,no,commercial,
25147,SouthCareHealthcare Preferred,yes,yes,no,no,no,no,no,yes,commercial,
J1865,"Southeast Leasing (legal name is Packard Claims Administration, Inc.) - FL, CA, GA, PA, IL, NJ, AL, TX, SC and also Long Shore",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
77153,Southeastern Indiana Health SIHO,yes,yes,no,enrollment,no,no,no,no,commercial,
J1817,Southern California Edison,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SCP01,Southern California Physicians Managed Care Services (SCPMCS),yes,yes,no,no,no,no,no,no,commercial,
SCUFW,Southern California UFCW Unions & Food Employers,no,yes,no,no,no,no,no,no,commercial,CA
SIH99,Southern Illinois HealthCare,yes,yes,no,no,no,no,no,,,
J1648,"Southern Textile Recycling, Inc. (CA)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
PHM11,"Southland San Gabriel Valley Medical Group, Inc.",no,yes,no,no,no,no,no,no,commercial,CA
J1233,Southwest Airlines SWA,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
A4585,SOUTHWEST MICHIGAN BEHAVIORAL HEALTH SUBSTANCE USE DISORDER,yes,yes,no,no,no,no,no,,commercial,
CX100,Southwest Service Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
36822,Southwest Service Administrators,no,no,no,enrollment,no,no,no,,,
RP085,Southwestern Health Resources Clinically Integrated Network DOS after 12/31/2022,yes,yes,no,no,no,no,no,,commercial,
J1990,Space Exploration Technologies Corp,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
52190,Special Risk International,no,yes,no,no,no,no,no,no,commercial,
773,Spectera United Healthcare Vision,no,yes,no,enrollment,yes,no,no,yes,commercial,
23253,Spectrum Administrators Inc TPA,yes,yes,no,enrollment,no,no,no,yes,commercial,
38416,"Spencer Stuart (ARM, LTD)",yes,yes,no,no,no,no,no,yes,,
J2270,Splashlight,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J4041,SPNET: Integra Group,yes,yes,no,no,no,yes,yes,,workerscomp,
J1850,"Sprouts Farmers Market, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SJHC1,St Johns Health Clinic,yes,yes,no,no,no,no,no,,,
J1926,St Paul Insurance,no,yes,no,enrollment,no,yes,yes,no,workerscomp,
37116,St Therese Physician Association,yes,yes,no,enrollment,no,no,no,yes,commercial,
93024,Standard Insurance Company OR,no,no,no,enrollment,no,no,no,no,commercial,
73099,Standard Life and Accident Insurance Company,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1939,Stanley Steemer International Inc,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1385,"Stanley Works, Inc.",no,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1107,Stant Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
79966,Star Administrators for Amida Medicare,yes,yes,no,no,no,no,no,yes,commercial,
J1966,State Auto Mutual Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
35076,State Compensation Insurance Fund SCIF - CA,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1548,State Farm ,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
J3349,State Farm - All State WC Only,yes,yes,no,no,no,yes,yes,,workerscomp,
31059,State Farm Casualty  Property Claims,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1553,State Fund Mutual - (Except CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ISA18,State Mutual (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
ISA19,State Mutual LH Novated (acquired Lincoln Heritage policies)(Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
J1555,State of Minnesota - DOER,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
J1659,State of North Carolina,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2267,State Of Tennessee,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2179,State of Wyoming,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1418,State Office of Risk Management,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2220,State Self Insurance Fund -  KDHE,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J3937,Statewide Insurance Fund,yes,yes,no,enrollment,no,yes,yes,,workerscomp,
J2215,"Status, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
6089,Stirling Benefits,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2213,Stone Trust,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
57492,Stones River IPA Amerivantage,no,yes,no,no,no,no,no,yes,commercial,
15752,Stones River Regional IPA/Windsor,no,yes,no,no,no,no,no,no,commercial,
74227,Student Resources (UnitedHealthcare),yes,yes,no,enrollment,yes,no,no,yes,commercial,
J2283,"Stupp Bros., Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
95202,SummaCare Health Plan,yes,yes,no,enrollment,no,no,no,yes,commercial,
86083,Summit Administration Services Inc,yes,yes,no,enrollment,no,no,no,yes,commercial,
37301,Summit America Insurance Service,yes,yes,no,no,no,no,no,yes,commercial,
PASSE,Summit Community Care,yes,yes,no,enrollment,yes,yes,no,yes,medicaid,
J1108,Summit Health Ltd,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1610,Sun Mar Healthcare,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SIL01,Sunrise Advantage Plan of Illinois,yes,yes,no,no,no,no,no,,commercial,IL
SNY01,Sunrise Advantage Plan of New York,yes,yes,no,no,no,no,no,,commercial,NY
SPA01,Sunrise Advantage Plan of Pennsylvania,yes,yes,no,no,no,no,no,,,PA
68057,Sunshine State Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,FL
13305,Superior Vision Services,no,enrollment,no,enrollment,no,no,no,,commercial,
25463,Surest,yes,yes,no,enrollment,yes,no,no,yes,commercial,
SC051,Sutter Connect - East Bay Region Hospitals - B&T,yes,yes,no,no,no,no,no,,commercial,
