"Payer ID","Payer Name","Institutional Claims","Professional Claims","Dental Claims",ERA,Eligibility,Attachments,"Workers Comp","Secondary Support","Payer Type","Payer State","Eligibility Category"
SCPR1,"Superior Choice Medical Group",yes,yes,no,no,no,no,no,,,,
13305,"Superior Vision Services",no,yes,no,enrollment,no,no,no,,commercial,,
89207,"SureGo Administrative Services LLC",yes,yes,no,no,no,no,no,yes,commercial,,
25463,Surest,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
60624,"Sutter and Aetna Insurance Company",no,no,no,enrollment,no,no,no,,,,
SC051,"Sutter Connect - East Bay Region Hospitals - B&T",yes,yes,no,enrollment,no,no,no,,commercial,,
SC052,"Sutter Connect - East Bay Region Hospitals - Non Sutter Groups",yes,yes,no,enrollment,no,no,no,,commercial,CA,
SC016,"Sutter Connect - Solano Regional Medical Foundation, (SRMF)",no,yes,no,no,no,no,no,,commercial,,
SC018,"Sutter Connect - Sutter Delta Medical Group",no,yes,no,no,no,no,no,,commercial,,
SC003,"Sutter Connect - Sutter Gould Medical Foundation",yes,yes,no,enrollment,no,no,no,,commercial,,
SC004,"Sutter Connect - Sutter Independent Physicians, Sutter Medical Group, Sutter West Medical Group (SIP/SMF/SWMG)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
SC008,"Sutter Connect - Sutter Medical Group of the Redwoods, Santa Rosa Network (SMGR/SRN)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
77318,"Sutter Delta Medical Group",no,yes,no,no,no,no,no,no,commercial,,
94269,"Sutter East Bay Medical Foundation",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1512,"Sutter Health",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
SC028,"Sutter Senior Care",yes,yes,no,enrollment,no,no,no,,commercial,,
36411,"Swedish Covenant Hospital",no,yes,no,no,no,no,no,no,commercial,,
J1109,"Swift Transportation (DOI prior 2/28/25) - CORVEL (Except TX)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ERA17,Symetra,no,no,no,enrollment,no,no,no,,commercial,,
J4468,"Synergy Comp",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1972,"Syngenta Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4599,"Syracuse City School District  - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3316,"Sysco Corporation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1791,"T.H.E. Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
98022,"TakeCare Insurance Company",yes,yes,no,no,no,no,no,no,commercial,,
J1991,"Takeda America Holdings, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
88067,"Tall Trees Administrators",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J2180,"Tankstar USA, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3750,"Tawa Services, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
TAYLR,"Taylor Benefits",yes,yes,no,enrollment,no,no,no,,commercial,,
RP010,TDS/SRRIPA/AMERIVANTAGE,yes,yes,no,no,no,no,no,yes,commercial,,
RP011,TDS/SRRIPA/WELLCARE,yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1855,"Technology Insurance Co - MN and TX Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3310,Techsource,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4194,"Tennessee Insurance Guaranty Association - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2358,"Tennessee Risk Management Trust",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
20212,"Tethys Health Ventures",yes,yes,no,no,no,no,no,no,commercial,,
A0235,"Texas A&M - TX Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4242,"Texas Association of Counties (TAC)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
A0234,"Texas Association of School Boards",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1581,"Texas Builders Insurance Co",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3333,"Texas Children's - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
76048,"Texas Childrens Health Plan - CHIP",yes,yes,no,no,no,no,no,yes,commercial,TX,
75228,"Texas Childrens Health Plan - Star",yes,yes,no,no,no,no,no,yes,medicaid,TX,
J4549,"Texas Department of Transportation",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
88221,"Texas Health Aetna",yes,yes,no,enrollment,yes,no,no,yes,commercial,TX,Prime
31403,"Texas Independence Health Plan",yes,yes,no,no,no,no,no,,commercial,TX,
TXYES,"Texas Medicaid - Yes Waiver Claims",no,yes,no,no,no,no,no,,medicaid,TX,
A0245,"Texas Municipal League",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
74214,"Texas Municipal League",no,no,no,enrollment,no,no,no,no,commercial,TX,
22945,"Texas Mutual Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1921,"Texas Political Subdivisions JSIF",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1676,"Texas Roadhouse, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1110,"Texas Small Business Pool",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3778,"TFA Selective Workers Comp Group",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MCAMA,"THCIC - Medicare Managed Care V",yes,no,no,no,no,no,no,no,medicare,,
J4201,"The Administrators of The Tulane Educational Fund - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
88461,"The Alliance",yes,yes,no,no,no,no,no,yes,commercial,,
J4019,"The American Equity Underwriters, Inc (AEU)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
CB776,"The Arizona School Alliance for Workers Compensation, Inc.",no,no,no,enrollment,no,no,no,,,,
TBGNE,"The Benefit Group, Inc.",yes,yes,no,no,no,no,no,no,,,
J3683,"The Boring Company - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1391,"The Builders Group of MN",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3833,"The Charlotte-Mecklenburg Hospital Authority",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2181,"The Cheesecake Factory",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
75600,"The City of Odessa",yes,yes,no,no,no,no,no,no,commercial,,
TCPA1,"The Colorado Purchase Alliance",yes,yes,no,no,no,no,no,yes,commercial,,
J4040,"The De Moya Group, Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4275,"The Fire and Casualty Ins Co (Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1671,"The Gap, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1050,"The General Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1422,"The Hartford",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J4057,"The Hartford (Aarla_Risico Claims Mgt Only) (Part of Tristar Risk Management)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
20356,"The Health Exchange Cerner Corpo",no,no,no,enrollment,no,no,no,yes,commercial,,
95677,"The Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J2760,"The Hershey Company - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4478,"The Hiller Companies, LLC (CORVEL)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1846,"The Jones Financial Companies, LLP",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
96708,"The Lewer Agency- Hi Tech Contract",no,no,no,enrollment,no,no,no,,,,
J4106,"The Lifetime Healthcare Companies - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
23223,"The Loomis Company TPA Wyomissi",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1834,"The Main Street America Group / Austin Mutual",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1113,"The Main Street America Group / Austin Mutual - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1835,"The Main Street America Group / Grain Dealers Mutual",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1114,"The Main Street America Group / Grain Dealers Mutual - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1836,"The Main Street America Group / Great Lakes Casualty",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1837,"The Main Street America Group / Main Street America Assurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1115,"The Main Street America Group / Main Street America Assurance - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1838,"The Main Street America Group / MSA Insurance Protection",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1116,"The Main Street America Group / MSA Insurance Protection - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1839,"The Main Street America Group / MSAIC Surplus/Non-Admitted",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1117,"The Main Street America Group / MSAIC Surplus/Non-Admitted - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1840,"The Main Street America Group / NGM",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1118,"The Main Street America Group / NGM - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1119,"The Main Street America Group / Old Dominion Insurance Company - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1842,"The Main Street America Group / Spring Valley Mutual",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1120,"The Main Street America Group / Spring Valley Mutual - EXCEPT NEW JERSEY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4523,"THE MARVIN COMPANIES",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1963,"The Mentor Network (Bunch CareSolutions) - CA, IL, LA, MN, NC, NJ, NM, NY, OK, OR, TX, WI",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4358,"The Method Insurance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MOHEG,"The Mohegan Tribe of Indians of Connecticut",yes,yes,no,enrollment,no,no,no,,,,
J3816,"The Odom Corporation",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4368,"The One Group Hospitality, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4020,"The Parts House Acquisition",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1472,"The Salvation Army (Bunch CareSolutions)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1111,"The Scotts Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4369,"The Service Companies",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3337,"The Vitamin Shoppe - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4551,"The Wonderful Company LLC - Corvel",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4471,"The Worthington Steel Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
13269,"The Zenith",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3922,"The Zenith - YMCA San Diego",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
75296,"The Zero Card",yes,yes,no,no,no,no,no,no,,,
J1831,"Therapy Direct Network",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2148,"Third Coast Underwriters (3CU)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
SX160,"Thomas H Cooper",no,yes,no,enrollment,no,no,no,yes,commercial,,
J1746,"Thomas McGee",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3769,THREE,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4442,"Thrive Market - CORVEL",yes,yes,no,no,no,yes,yes,,workerscomp,,
THRIV,"Thrivent Financial",yes,yes,no,enrollment,no,no,no,yes,commercial,,
30167,"Thrivent Financial Aid Association for Lutheran Medicare",yes,yes,no,no,no,no,no,yes,,,
30166,"Thrivent Financial Lutheran Brotherhood Medicare",yes,yes,no,no,no,no,no,yes,,,
J3736,"Tiffany & Co - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2183,"Tilly's, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1057,"Titan Indemnity Co - MN Only",no,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4482,"Titan Security Services, LLC",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
TLC79,"TLC Benefit Solutions",yes,yes,no,enrollment,no,no,no,,commercial,,
TXLTC,"TMHP Long Term Care",enrollment,enrollment,enrollment,enrollment,yes,no,no,yes,medicaid,TX,"Non Prime"
00390,"TN BCBS",enrollment,enrollment,no,enrollment,yes,yes,no,yes,bcbs,TN,Prime
10311,"TN Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,TN,Prime
10312,"TN Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,TN,Prime
J4330,"Today's Hotel Corporation - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
251CC,"Together with CCHP",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4212,"Tokio Marine HCN",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2289,"Tokio Marine Management",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3746,"Toll Brothers - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4427,"Tompkins Seneca Tioga Workers Comp Plan",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1537,"TOPA Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
TMIPA,"Torrance Memorial IPA",yes,yes,no,no,no,no,no,yes,commercial,CA,
J4346,"Torrid, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
31182,"Total Community Care",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1112,"Total Petroleum, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
80900,"TOTAL PLAN CONCEPTS",yes,yes,no,enrollment,no,no,no,yes,commercial,,
41202,"Total Plan Services",yes,yes,no,enrollment,no,no,no,no,commercial,,
R3474,"TOTAL SENIOR CARE",yes,yes,no,enrollment,no,no,no,,,,
J1604,"Tower Energy Group",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3961,"Tower Insurance Company Of New York",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1394,"Tower National Insurance Co - CA,IL,LA,MN,NJ,NC,OR,TX",no,yes,no,no,no,yes,yes,no,workerscomp,,
J1668,"Town of Colma (CA)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4288,"Town of Corte Madera (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4333,"Town of Eastchester NY c/o Network Adjusters",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4062,"Town of Gilbert (AZ) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3810,"Town Of Hempstead (NY) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4069,"Town of Islip - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4107,"Town of Orchard Park (NY)  - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3796,"Town Of Oyster Bay (NY)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
98603,"TPHN - Verda",yes,yes,no,no,no,no,no,no,,,
37230,"TR Paul Inc",yes,yes,no,no,no,no,no,no,commercial,,
J1505,"Tractor Supply Company (Bunch CareSolutions)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
TRP1E,"TransAmerica Life Insurance Company - ERA",no,no,no,enrollment,no,no,no,,commercial,,
J4267,"Transportation Insurance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
TRAN1,"Transwestern Insurance Administrators, Inc.",no,yes,no,no,no,no,no,yes,commercial,,
19046,Travelers,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
C1108,"Travelers Auto ",yes,yes,no,no,no,yes,yes,yes,workerscomp,,
C1032,"Travelers Auto (All states except NY)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
TCMAP,"Travis County MAP - Mediview",yes,yes,no,no,no,no,no,,commercial,,
J1905,"Tri-City Healthcare District",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3879,"Tri-County Schools Insurance Group JPA",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2195,"Tri-State Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3900,"Tri-State Insurance Company - DOI prior to 10/31/2018",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
20538,"Tri-Valley Medical Group",yes,yes,no,enrollment,no,no,no,no,commercial,,
J4229,"Triad Group LLC",no,yes,no,no,no,yes,yes,yes,workerscomp,NY,
39181,"TRIAD Healthcare Inc Plainville CT",no,yes,no,no,no,no,no,yes,commercial,,
J1996,"Triangle Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
32691,Tribado,yes,yes,no,no,no,no,no,no,commercial,,
61184,"Tribute Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,AR,
99727,"Tricare East",enrollment,enrollment,no,enrollment,yes,no,no,yes,,,Prime
SX163,"Tricare Overseas",no,enrollment,no,enrollment,yes,no,no,yes,commercial,,Prime
99726,"Tricare West Region",enrollment,enrollment,no,enrollment,yes,no,no,yes,champus,,Prime
J4381,"Trident Holdco LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
56089,"Trillium Health Resources",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1674,"Trillium Staffing Solutions",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
62777,"Trilogy Health Solutions Inc.",yes,yes,no,no,no,no,no,yes,commercial,,
J3772,Trimet,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1971,"Trindel Insurance Fund",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2216,"Trinet Group, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
TRNPC,"TRINITY HEALTH PACE",yes,yes,no,no,no,no,no,,commercial,,
00973,"Triple S",enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,,
973MA,"Triple S Advantage",enrollment,enrollment,no,enrollment,no,no,no,,commercial,,
42137,"TRISTAR Benefit Administrators (W. DesMoines, IA)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
41556,"TRISTAR Risk Management",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
31144,"Tristate Benefit Solutions",yes,yes,no,enrollment,no,no,no,no,commercial,,
J3986,"Trivium Packaging USA Inc (formerly Ardagh Metal Packaging USA Inc) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
TRYMC,"Troy Medicare",yes,yes,no,no,no,no,no,yes,commercial,,
TRUCO,"TRU Community Care",yes,yes,no,no,no,no,no,yes,,,
J4332,"True Value Company, LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
91078,"Trusteed Plans Service Corporation",yes,yes,no,enrollment,no,no,no,yes,commercial,,
61425,"Trustmark Small Business Benefits",yes,yes,no,enrollment,no,no,no,yes,commercial,,
TCPRC,"Tuba City Regional Health Care PRC",yes,yes,no,no,no,no,no,,,,
00128,"Tucker Administrators Inc",yes,yes,no,enrollment,no,no,no,,,,
J4047,"Tuesday Morning, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
04298,"Tufts Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,"Non Prime"
04332,"Tufts Health Public Plans",yes,yes,no,enrollment,no,no,no,yes,commercial,MA,
84980,"TX BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,TX,Prime
66002,"TX BCBS - CHIP/STAR (DOS After 5/1/24)",yes,yes,no,enrollment,yes,yes,no,yes,commercial,TX,Prime
33104,"TX HealthSpring",yes,yes,no,no,no,no,no,yes,commercial,,
86916,"TX Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,TX,"Non Prime"
TXLTS,"TX Medicaid - LTSS",no,yes,no,no,no,no,no,,medicaid,TX,
04411,"TX Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,TX,Prime
04402,"TX Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,TX,Prime
J1732,"Tyson Foods Inc. - LA, MN, NC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4632,"U.S. Renal Care, Inc. - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
89789,"UC Health Plan Administrators",yes,yes,no,enrollment,no,no,no,yes,commercial,CA,
94603,"UC-Davis Health",yes,yes,no,enrollment,no,no,no,,commercial,,
55413,"UCare Plans",yes,yes,no,enrollment,no,no,no,yes,commercial,,
28189,"UCLA Health Medicare Advantage Plan",yes,yes,no,no,no,no,no,,commercial,,
USMBP,"UCLA Medical Group",yes,yes,no,enrollment,no,no,no,yes,commercial,,
08680,"UCS (Contains Graphics Corp)",yes,yes,no,no,no,no,no,,,,
60230,"UCS (Masonry Industry Trust)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
31650,"UCS (Wagner Meinert)",yes,yes,no,no,no,no,no,yes,,,
84389,"UCS - Al Fe Heat",yes,yes,no,no,no,no,no,yes,,,
18768,"UCS - BASI: Boulder Administraton Services",yes,yes,no,no,no,no,no,yes,commercial,,
19450,"UCS - BASI: HOTSTART",yes,yes,no,no,no,no,no,,,,
76451,"UCS - Coeur: Connectivity Source",yes,yes,no,no,no,no,no,,,,
84365,"UCS - Coeur: Leonard Holding Company",yes,yes,no,no,no,no,no,yes,commercial,,
94582,"UCS - Coeur: Sercel",yes,yes,no,no,no,no,no,yes,commercial,,
96436,"UCS - Insight Benefit Administrators",yes,yes,no,no,no,no,no,yes,commercial,,
47165,"UCS - Multimatic Tennessee",yes,yes,no,enrollment,no,no,no,yes,commercial,,
55843,"UCS BASI: Ellsworth Constructions",yes,yes,no,no,no,no,no,yes,commercial,,
16025,"UCS BASI: Meter Group USA",yes,yes,no,no,no,no,no,yes,commercial,,
84566,"UCS Benefit Management Administrators",yes,yes,no,no,no,no,no,yes,commercial,,
75537,"UCS Benovation",yes,yes,no,no,no,no,no,yes,commercial,,
34924,"UCS Cement Masons",yes,yes,no,no,no,no,no,yes,commercial,,
12394,"UCS Core: Nemco",yes,yes,no,no,no,no,no,yes,commercial,,
12395,"UCS Core: TJR Equipment",yes,yes,no,no,no,no,no,yes,commercial,,
56724,"UCS PBS Oregon",yes,yes,no,no,no,no,no,yes,commercial,,
78702,"UCS Seminole Tribe of Florida",yes,yes,no,no,no,no,no,yes,commercial,,
46891,"UCS: BENEFIT PLAN ADMINISTRATORS OF EAU CLAIRE, INC.",yes,yes,no,no,no,no,no,,,,
92006,"Udelhoven Health Plan",yes,yes,no,no,no,no,no,,commercial,,
J3741,"UDR, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
11856,"UFCW Local 1000 and Kroger Dallas Health & Welfare Plan",yes,yes,no,no,no,no,no,yes,commercial,,
UHP01,"UHP Management",yes,yes,no,no,no,no,no,yes,commercial,,
83173,"UHSM - Unite Health Share Ministries",yes,yes,no,no,no,no,no,,commercial,,
75240,"UICI ADMINISTRATORS",yes,yes,no,no,no,no,no,yes,commercial,,
77022,"Ultimate Health Plans",yes,yes,no,enrollment,no,no,no,yes,commercial,,
41206,"Ultra Benefits Inc",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J4461,"Ultra Clean Holdings, Inc - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
UMHCJ,"UMass Medical School Health & Criminal Justice Program",yes,yes,no,enrollment,no,no,no,,commercial,,
75130,"UMC HEALTH PLAN",yes,yes,no,no,no,no,no,yes,commercial,,
77501,"Umpqua Health Alliance",yes,yes,no,enrollment,no,no,no,yes,,OR,
39026,"UMR - Wausau",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
95266,"UMR Harrington Benefit Services Inc",no,no,no,enrollment,no,no,no,yes,commercial,,
79480,"UMR UMR formerly UMR Onalaska",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
52180,"UMWA Health Retirement Funds",yes,yes,no,enrollment,no,no,no,yes,commercial,,
TP108,"Underwriters Safety and Claims",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
80314,UNICARE,yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
35198,"Unified Group Services",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3837,"Unified Health Services",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
RP064,"Unified Life Insurance Company",yes,yes,no,no,no,no,no,yes,commercial,,
J4600,"UniFirst  - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1629,"Union Construction Workers' Comp Program - MN and TX Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1397,"Union Insurance Co",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
25844,"Union Insurance Company of Providence - All States except CA, NM, NV",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
87042,"Union Pacific Railroad",no,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J1398,"Union Standard Insurance Company  - MN and TX Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
UAGBT,"United Agriculture Benefit Trust",no,yes,no,no,no,no,no,no,commercial,,
92916,"United American",no,no,no,enrollment,no,no,no,yes,,,
UFNEP,"United Americhoice of Nebraska",no,no,no,enrollment,no,no,no,no,commercial,,
WID01,"United AmeriChoice of Wisconsin",no,no,no,enrollment,no,no,no,no,commercial,,
J4356,"United Auto Group",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
20090,"UNITED CLAIM SOLUTIONS",yes,yes,no,no,no,no,no,,commercial,,
ERA54,"UNITED CONCORDIA COMPANIES INCORPORATED - ERA Only",no,no,no,enrollment,no,no,no,,,,
J2330,"United Continental",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1048,"United Dominion Realty Trust",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1401,"United Fire",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
C1102,"United Fire Group (aka Mercer Insurance)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4407,"United Fire Group - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
ERA22,"United Food and Commercial Workers",no,no,no,enrollment,no,no,no,,,,
36659,"United Food and Commercial Workers ",no,no,no,enrollment,no,no,no,no,commercial,,
87726,"United Health Care",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
88337,"UNITED HEALTH CARE OH MEDICAID",yes,yes,no,enrollment,yes,no,no,yes,medicaid,OH,Prime
83572,"UNITED HEALTH CARE OH MEDICAID VISION",yes,yes,no,enrollment,no,no,no,,medicaid,OH,
J3753,"United Health Services, Inc. dba Pruitt Health",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1859,"United Heartland",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
71412,"United of Omaha",yes,yes,no,enrollment,yes,no,no,no,commercial,,Prime
J1113,"United States Cold Storage",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
